cell_id,avg_area,avg_perimeter,avg_angle,avg_circularity,avg_segment_length,total_path_length,avg_orientation,euclidean_distance,avg_speed,avg_velocity,avg_directedness,avg_turn_angle,avg_direction_autocorrelation
1,1873.277868852459,232.31181967213112,77.39688524590163,0.4554754098360656,10.100437731153713,606.0262638692229,-0.5068970346888977,341.1554301209347,6.060262638692228,34.11554301209347,0.9817727005697523,-0.06328633155793886,0.0546438886280357
2,1845.7193278688521,219.42998360655736,86.57762295081965,0.48070491803278687,7.998973962528146,479.93843775168887,-0.8735065860404396,152.69002922915436,4.799384377516889,15.269002922915437,0.9101405262386814,-24.517000370544558,0.02697958850401817
3,1697.8135409836066,241.4012786885246,91.58668852459017,0.41042622950819674,8.056119489869326,483.3671693921596,-0.579474855788612,303.21390158434355,4.8336716939215965,30.321390158434355,0.9567532154789415,0.9654631473960609,-0.10499854428332332
4,2125.6853606557374,243.971393442623,72.68250819672132,0.44672131147540983,4.814636334317663,288.8781800590598,-0.6127025771139423,116.31634046856873,2.8887818005905976,11.631634046856872,0.6246593370180286,4.817428079109931,-0.0015889613981705136
5,1830.717819672131,300.70495081967215,95.19131147540982,0.29401639344262287,3.208138597383059,192.48831584298364,-0.9066068445440395,66.969252683601,1.9248831584298352,6.6969252683601,0.9432476141160373,7.397992780908008,0.003370017645241234
6,2271.9159999999997,377.85940983606554,85.39857377049181,0.20449180327868852,4.247192761600021,254.83156569600123,-0.9658550336098253,144.6049115140977,2.5483156569600127,14.46049115140977,0.6210736576338081,-31.533780349167863,0.024693577535635433
7,1861.4404590163938,264.1330491803279,78.27186885245902,0.35821311475409834,5.242724347761961,314.5634608657177,-0.4373910782461797,139.56376481737658,3.145634608657176,13.956376481737658,0.9579104576769908,18.00027516204586,0.09721061670089835
8,1189.1022459016392,170.04262295081972,100.31844262295083,0.52727868852459,3.4284408573744947,205.70645144246967,-0.11009119682114132,145.61958600751478,2.057064514424697,14.561958600751478,0.6990052830937369,-11.289914638388595,0.015026659233970185
9,2264.098868852459,243.72539344262296,88.62822950819671,0.5356229508196722,10.115255780344144,606.9153468206487,-0.5346992121617992,294.4834945629382,6.069153468206488,29.44834945629382,0.989206915873438,-8.485981115970368,-0.0521415094401541
10,1519.5325409836064,198.02437704918032,91.07413114754097,0.4764262295081967,8.29594063154397,497.7564378926383,-0.9389718271388414,201.92603827391855,4.977564378926383,20.192603827391856,0.5173154825642056,-0.3582839929871228,0.17165416990209006
11,1456.8960163934428,184.20108196721313,103.63990163934426,0.5555901639344263,9.968973533765023,598.1384120259016,-0.3857142257882385,205.89049694679935,5.981384120259015,20.589049694679936,0.8904394455357328,-8.90137341514858,0.07736237182783377
12,2525.403098360656,300.4105737704918,79.37667213114753,0.3513934426229509,10.437735750588018,626.2641450352811,-0.8505011278280492,189.97093747465686,6.262641450352811,18.997093747465687,0.6998551352298122,-4.327469011602802,0.044816807711272943
13,2456.9345737704916,293.1584426229508,65.52786885245901,0.3888360655737705,12.139137075214496,728.3482245128697,-0.4409564854027851,170.44713959465562,7.283482245128696,17.04471395946556,0.8374000986907802,-20.476468178560893,-0.004422086871221754
14,1597.6794590163931,211.42896721311467,102.99855737704915,0.4829016393442621,4.438686011889776,266.3211607133866,-0.5682883365295024,116.38526563100687,2.663211607133866,11.638526563100687,0.9907989403363451,3.1905549014243593,0.020403755355105302
